
906
	0	1	1	6	1
	0	1	2	4	7
	0	1	3	3	11
	0	1	4	8	14
	0	1	5	2	22
	0	1	6	6	24
	0	1	7	5	30
	0	1	8	8	35
	0	1	9	3	43
	0	1	10	3	46
	0	1	11	8	49
	0	1	12	3	57
	0	1	13	1	336
	0	1	14	1	448
	0	1	15	1	338
	0	1	16	4	60
	0	1	17	4	64
	0	1	18	1	349
	0	1	19	1	349
	0	1	20	1	350
	0	1	21	1	350
	0	1	22	1	407
	0	1	23	1	408
	0	1	24	4	68
	0	1	25	4	72
	0	1	26	4	76
	0	1	27	4	80
	0	1	28	4	84
	0	1	29	4	88
	0	1	30	4	92
	0	1	31	3	96
	0	1	32	4	99
	0	1	33	2	103
	0	1	34	4	105
	0	1	35	2	109
	0	1	36	2	111
	0	1	37	2	113
	0	1	38	1	370
	0	1	39	2	115
	0	1	40	2	117
	0	1	41	5	119
	0	1	42	5	124
	0	1	43	5	129
	0	1	44	5	134
	0	1	45	5	139
	0	1	46	5	144
	0	1	47	5	149
	0	1	48	5	154
	0	1	49	2	159
	0	1	50	8	161
	0	1	51	8	169
	0	1	52	8	177
	0	1	53	8	185
	0	1	54	8	193
	0	1	55	3	201
	0	1	56	1	389
	0	1	57	1	391
	0	1	58	5	204
	0	1	59	1	393
	0	1	60	1	362
	2	1	342	1	87
	2	1	343	1	88
	2	1	344	1	89
	2	1	349	1	90
	2	1	394	1	91
	2	1	396	1	92
	2	1	403	1	93
	2	1	405	1	94
	2	1	406	1	95
	2	1	408	1	96
	2	1	440	1	97
	2	1	447	1	98
	2	1	449	1	99
	2	1	450	1	100
	2	1	451	1	101
	2	1	697	1	102
	2	1	698	1	103
	2	1	875	1	104
	2	1	889	1	105
	2	1	890	1	106
	2	1	891	1	107
	2	1	892	1	108
	2	1	900	1	109
	2	1	904	1	110
	2	1	905	1	111
	2	1	906	1	112
	4	1	61	0	0
	4	1	62	0	0
	4	1	63	0	0
	4	1	64	0	0
	4	1	65	0	0
	4	1	66	0	0
	4	1	67	0	0
	4	1	68	0	0
	4	1	69	0	0
	4	1	70	0	0
	4	1	71	0	0
	4	1	72	0	0
	4	1	73	0	0
	4	1	74	0	0
	4	1	75	0	0
	4	1	76	0	0
	4	1	77	0	0
	4	1	78	0	0
	4	1	79	0	0
	4	1	80	0	0
	4	1	81	0	0
	4	1	82	0	0
	4	1	83	0	0
	4	1	84	0	0
	4	1	85	0	0
	4	1	86	0	0
	3	1	1	1	321
	3	1	1	1	322
	3	1	1	1	328
	3	1	1	1	331
	3	1	1	1	332
	3	1	1	1	520
	3	1	2	1	321
	3	1	2	1	331
	3	1	2	1	332
	3	1	2	1	361
	3	1	3	1	321
	3	1	3	1	322
	3	1	3	1	332
	3	1	4	1	321
	3	1	4	1	322
	3	1	4	1	331
	3	1	4	1	369
	3	1	4	1	374
	3	1	4	1	375
	3	1	4	1	474
	3	1	4	1	485
	3	1	5	1	322
	3	1	5	1	328
	3	1	6	1	325
	3	1	6	1	337
	3	1	6	1	339
	3	1	6	1	342
	3	1	6	1	343
	3	1	6	1	344
	3	1	7	1	325
	3	1	7	1	343
	3	1	7	1	344
	3	1	7	1	347
	3	1	7	1	348
	3	1	8	1	325
	3	1	8	1	336
	3	1	8	1	342
	3	1	8	1	344
	3	1	8	1	346
	3	1	8	1	348
	3	1	8	1	374
	3	1	8	1	375
	3	1	9	1	328
	3	1	9	1	331
	3	1	9	1	368
	3	1	10	1	332
	3	1	10	1	469
	3	1	10	1	479
	3	1	11	1	336
	3	1	11	1	338
	3	1	11	1	345
	3	1	11	1	346
	3	1	11	1	347
	3	1	11	1	348
	3	1	11	1	371
	3	1	11	1	484
	3	1	12	1	336
	3	1	12	1	337
	3	1	12	1	338
	3	1	16	1	339
	3	1	16	1	342
	3	1	16	1	345
	3	1	16	1	346
	3	1	17	1	339
	3	1	17	1	343
	3	1	17	1	345
	3	1	17	1	347
	3	1	24	1	353
	3	1	24	1	354
	3	1	24	1	384
	3	1	24	1	539
	3	1	25	1	353
	3	1	25	1	354
	3	1	25	1	385
	3	1	25	1	541
	3	1	26	1	355
	3	1	26	1	356
	3	1	26	1	386
	3	1	26	1	543
	3	1	27	1	355
	3	1	27	1	356
	3	1	27	1	387
	3	1	27	1	545
	3	1	28	1	357
	3	1	28	1	358
	3	1	28	1	388
	3	1	28	1	548
	3	1	29	1	357
	3	1	29	1	358
	3	1	29	1	390
	3	1	29	1	550
	3	1	30	1	359
	3	1	30	1	360
	3	1	30	1	392
	3	1	30	1	552
	3	1	31	1	359
	3	1	31	1	360
	3	1	31	1	554
	3	1	32	1	535
	3	1	32	1	536
	3	1	32	1	555
	3	1	32	1	556
	3	1	33	1	537
	3	1	33	1	538
	3	1	34	1	361
	3	1	34	1	368
	3	1	34	1	369
	3	1	34	1	370
	3	1	35	1	512
	3	1	35	1	547
	3	1	36	1	514
	3	1	36	1	549
	3	1	37	1	516
	3	1	37	1	551
	3	1	39	1	518
	3	1	39	1	553
	3	1	40	1	371
	3	1	40	1	484
	3	1	41	1	376
	3	1	41	1	377
	3	1	41	1	559
	3	1	41	1	627
	3	1	41	1	630
	3	1	42	1	376
	3	1	42	1	377
	3	1	42	1	560
	3	1	42	1	634
	3	1	42	1	637
	3	1	43	1	378
	3	1	43	1	379
	3	1	43	1	561
	3	1	43	1	643
	3	1	43	1	646
	3	1	44	1	378
	3	1	44	1	379
	3	1	44	1	562
	3	1	44	1	653
	3	1	44	1	656
	3	1	45	1	380
	3	1	45	1	381
	3	1	45	1	563
	3	1	45	1	662
	3	1	45	1	665
	3	1	46	1	380
	3	1	46	1	381
	3	1	46	1	564
	3	1	46	1	669
	3	1	46	1	672
	3	1	47	1	382
	3	1	47	1	383
	3	1	47	1	565
	3	1	47	1	678
	3	1	47	1	681
	3	1	48	1	382
	3	1	48	1	383
	3	1	48	1	566
	3	1	48	1	688
	3	1	48	1	691
	3	1	49	1	557
	3	1	49	1	558
	3	1	50	1	384
	3	1	50	1	385
	3	1	50	1	386
	3	1	50	1	387
	3	1	50	1	388
	3	1	50	1	390
	3	1	50	1	392
	3	1	50	1	465
	3	1	51	1	829
	3	1	51	1	843
	3	1	51	1	844
	3	1	51	1	845
	3	1	51	1	871
	3	1	51	1	885
	3	1	51	1	886
	3	1	51	1	887
	3	1	52	1	773
	3	1	52	1	776
	3	1	52	1	779
	3	1	52	1	782
	3	1	52	1	785
	3	1	52	1	788
	3	1	52	1	791
	3	1	52	1	796
	3	1	53	1	774
	3	1	53	1	777
	3	1	53	1	780
	3	1	53	1	783
	3	1	53	1	786
	3	1	53	1	789
	3	1	53	1	792
	3	1	53	1	797
	3	1	54	1	633
	3	1	54	1	642
	3	1	54	1	652
	3	1	54	1	661
	3	1	54	1	668
	3	1	54	1	677
	3	1	54	1	687
	3	1	54	1	696
	3	1	55	1	389
	3	1	55	1	391
	3	1	55	1	393
	3	1	58	1	769
	3	1	58	1	770
	3	1	58	1	771
	3	1	58	1	794
	3	1	58	1	795
	-1	4	209	1	394
	-1	4	213	2	217
	3	1	322	1	396
	3	1	322	1	440
	2	3	219	2	222
	3	1	325	1	395
	3	1	325	1	396
	2	3	224	2	227
	3	1	328	1	397
	3	1	328	1	398
	-1	4	229	1	399
	-1	4	233	3	237
	3	1	332	1	400
	3	1	332	1	401
	3	1	332	1	402
	-1	4	240	1	400
	-1	2	244	1	401
	-1	3	246	1	402
	2	3	249	2	252
	3	1	339	1	474
	3	1	339	1	479
	2	3	254	1	61
	2	3	257	1	62
	2	3	260	1	63
	2	3	263	1	403
	2	3	266	1	404
	2	3	269	1	405
	2	3	272	1	406
	2	2	275	1	64
	1	2	277	2	279
	3	1	350	1	407
	3	1	350	1	408
	-1	2	281	1	409
	1	2	283	1	409
	-1	2	285	1	412
	1	2	287	1	412
	-1	2	289	1	415
	1	2	291	1	415
	-1	2	293	1	418
	1	2	295	1	418
	2	2	297	1	573
	-3	1	60	5	299
	3	1	362	1	421
	3	1	362	1	513
	3	1	362	1	515
	3	1	362	1	517
	3	1	362	1	519
	2	2	304	1	574
	2	2	306	1	575
	2	2	308	1	576
	-1	2	310	2	312
	3	1	371	1	469
	3	1	371	1	485
	-2	2	314	1	427
	2	2	316	1	427
	-1	2	318	1	428
	1	2	320	1	428
	-1	2	322	1	431
	1	2	324	1	431
	-1	2	326	1	434
	1	2	328	1	434
	-1	2	330	1	437
	1	2	332	1	437
	2	2	334	1	894
	2	2	336	1	895
	2	2	338	1	880
	2	2	340	1	861
	2	2	342	1	862
	2	2	344	1	749
	2	2	346	1	863
	2	2	348	1	758
	2	2	350	1	840
	2	2	352	1	768
	-3	1	321	1	65
	-3	1	326	1	440
	1	2	354	1	66
	-3	1	329	1	441
	-3	1	330	1	447
	-3	1	331	1	458
	-2	2	356	1	448
	1	2	358	1	449
	1	2	360	1	450
	-3	1	345	1	67
	-3	1	346	1	458
	-3	1	347	1	68
	-3	1	348	1	69
	-1	2	362	1	451
	2	2	364	1	70
	-1	2	366	2	368
	3	1	409	1	452
	3	1	409	1	454
	-1	2	370	2	372
	3	1	412	1	453
	3	1	412	1	454
	-1	2	374	2	376
	3	1	415	1	455
	3	1	415	1	457
	-1	2	378	2	380
	3	1	418	1	456
	3	1	418	1	457
	-3	1	363	5	382
	3	1	421	1	465
	3	1	421	1	525
	3	1	421	1	526
	3	1	421	1	527
	3	1	421	1	528
	-2	2	387	1	484
	-1	2	389	2	391
	3	1	428	1	459
	3	1	428	1	461
	-1	2	393	2	395
